1	0.21162999421358109
2	0.11545742303133011
3	0.11079360958602694
4	0.05759429041710165
5	0.033535639031065836
6	0.031564471725788384
7	0.030748718314700656
8	0.029310755328171782
9	0.02548702485445473
10	0.03480811551627186
11	0.040862716217007905
12	0.03306424172802104
13	0.022517543182604842
14	0.022945768510301907
15	0.021476600422627397
16	0.017387539251810975
17	0.01787104830145836
18	0.019469193493326504
19	0.020377468110786542
20	0.01848608007033666
21	0.014994440910716852
22	0.013738873259474834
23	0.012258311785343621
24	0.017041730280551646
25	0.0162887268492745
26	0.0155791939339704
27	0.016996860452410247
28	0.012547271015743414
29	0.01558857581888636
30	0.013010589819815423
31	0.010570027865469456
32	0.012559261897371875
33	0.012742836183557907
34	0.010642978517959515
35	0.009220231738355424
36	0.01619023151902689
37	0.010251765915503105
38	0.010448241813315285
39	0.013584890713294348
40	0.014024105440411303
41	0.014114263260530101
42	0.014797666161838505
43	0.01720387592083878
44	0.011754059543212255
45	0.01155908178124163
46	0.012031053813795248
47	0.009511097334325314
48	0.014965617822276222
49	0.013796209668119749
50	0.010232925104598204
